productTitle,productPrice,averageRating,reviewTitle,reviewDescription,fiveStarRatingCount,fourStarRatingCount,threeStarRatingCount,twoStarRatingCount,oneStarRatingCount
Shopper52 Shopper52 Wooden Multipurpose Table for Laptop/Study/Reading/Eating/Craft-Work/Bed Table Kids Study Table Foldble Laptop Table with Drawer - WODTB2 Wood Portable Laptop Table,"₹1,499",4,Worthless,"Unsatisfied  Table is so small in size ,highly recommend for children's. Also table is not properly maintained lie some of part are not fixed properly .so , think before u invest.",385,195,100,53,61
Shopper52 Shopper52 Wooden Multipurpose Table for Laptop/Study/Reading/Eating/Craft-Work/Bed Table Kids Study Table Foldble Laptop Table with Drawer - WODTB2 Wood Portable Laptop Table,"₹1,499",4,Awesome,Good looking... Thanks Flipkart....,385,195,100,53,61
"OPPO F11 Pro (Thunder Black, 64 GB)","₹28,990",4.5,Simply awesome,very good,"87,336","25,557","7,135","2,499","5,337"
"OPPO F11 Pro (Thunder Black, 64 GB)","₹28,990",4.5,Classy product,better,"87,336","25,557","7,135","2,499","5,337"
"APPLE iPhone SE (Black, 256 GB)","₹44,999",4.5,Just wow!,Nothing is better than this SE,"1,06,404","24,402","6,152","2,172","5,972"
"OPPO F11 Pro (Thunder Black, 64 GB)","₹28,990",4.5,Brilliant,Nice,"87,336","25,557","7,135","2,499","5,337"
"APPLE iPhone SE (Black, 256 GB)","₹44,999",4.5,Does the job,"Last year I used Google pixel 2 . Iphone se camera cannot beat pixels image quality.i expect more from this and it disappointed me.now I realized actually I was downgrade from my last year phone Average battery,camera,display .if you want sharp photos go for Google pixel 4a","1,06,404","24,402","6,152","2,172","5,972"
Boult Audio BassBuds Loop Wired Headset,₹349,4.1,Awesome,"Worth buying for the that price.. really good..,!!","49,084","25,783","11,038","4,178","7,674"
"OPPO F11 Pro (Thunder Black, 64 GB)","₹28,990",4.5,Worth the money,"Great product, value for money in this price range.","87,336","25,557","7,135","2,499","5,337"
"APPLE iPhone SE (Black, 256 GB)","₹44,999",4.5,Highly recommended,Good product in good condition received writing a review after 3 months but having heating problem,"1,06,404","24,402","6,152","2,172","5,972"
Boult Audio BassBuds Loop Wired Headset,₹349,4.1,Wonderful,Good👍,"49,084","25,783","11,038","4,178","7,674"
"OPPO F11 Pro (Thunder Black, 64 GB)","₹28,990",4.5,Really Nice,must buy a good product and a good feelnice to use the mobile,"87,336","25,557","7,135","2,499","5,337"
"APPLE iPhone SE (Black, 256 GB)","₹44,999",4.5,Great product,Nice phone..worth the money.great 📷 camera. Absolutely 🤗 love it.,"1,06,404","24,402","6,152","2,172","5,972"
Boult Audio BassBuds Loop Wired Headset,₹349,4.1,Good choice,Best in the price segment. Only problem is that they are not that comfortable.,"49,084","25,783","11,038","4,178","7,674"
"REDMI Note 10S (Deep Sea Blue, 64 GB)","₹15,649",4.2,Terrific,Very good,"6,314","2,231",795,362,811
"OPPO F11 Pro (Thunder Black, 64 GB)","₹28,990",4.5,Pretty good,slower operating system... rest is good..,"87,336","25,557","7,135","2,499","5,337"
SAMSUNG Guru FM Plus SM-B110E/D,"₹2,049",4.3,Delightful,So good Samsung....👌👌👌👌,"38,056","13,439","5,502","2,018","3,538"
"APPLE iPhone SE (Black, 256 GB)","₹44,999",4.5,Terrific purchase,It's apple budget iPhone you can at a reasonable price during sale. You can get it anywhere else at this price,"1,06,404","24,402","6,152","2,172","5,972"
Boult Audio BassBuds Loop Wired Headset,₹349,4.1,Awesome,Voice quality is good Thnks 2 Flipkart 😊,"49,084","25,783","11,038","4,178","7,674"
"REDMI Note 10S (Deep Sea Blue, 64 GB)","₹15,649",4.2,Highly recommended,Good,"6,314","2,231",795,362,811
"OPPO F11 Pro (Thunder Black, 64 GB)","₹28,990",4.5,Mind-blowing purchase,osm product...,"87,336","25,557","7,135","2,499","5,337"
SAMSUNG Guru FM Plus SM-B110E/D,"₹2,049",4.3,Awesome,Good phone in this price range.,"38,056","13,439","5,502","2,018","3,538"
"APPLE iPhone SE (Black, 256 GB)","₹44,999",4.5,Very Good,Charging point issue. Phone is not getting charged so I had to go service centre. Disapointed.,"1,06,404","24,402","6,152","2,172","5,972"
Boult Audio BassBuds Loop Wired Headset,₹349,4.1,Terrific,Hey I am using the boult audio loop bassbuds since last 2months  and i was shocked the earphone has massive sound quality and unexpected performance I have suggest to you go through this earphone under this price range fabulous material quality using boult community while i was tried so many devices to use the earphone but the conclusion was same best sound quality Overall sound quality:-10/10*,"49,084","25,783","11,038","4,178","7,674"
"REDMI Note 10S (Deep Sea Blue, 64 GB)","₹15,649",4.2,Wonderful,Excellent phone,"6,314","2,231",795,362,811
"OPPO F11 Pro (Thunder Black, 64 GB)","₹28,990",4.5,Terrific,Thanks to Flipkart for sell on big billion day of a huge price dropping.,"87,336","25,557","7,135","2,499","5,337"
SAMSUNG Guru FM Plus SM-B110E/D,"₹2,049",4.3,Excellent,Great product,"38,056","13,439","5,502","2,018","3,538"
"APPLE iPhone SE (Black, 256 GB)","₹44,999",4.5,Very poor,Battery is worstAverage functions working.Delivery service is pathetic & unprofessional.Ekart service is bad.Phone is fine. Don't expect too much.,"1,06,404","24,402","6,152","2,172","5,972"
Boult Audio BassBuds Loop Wired Headset,₹349,4.1,Value-for-money,Perfect 😎💓💓💓,"49,084","25,783","11,038","4,178","7,674"
"REDMI Note 10S (Deep Sea Blue, 64 GB)","₹15,649",4.2,Highly recommended,Best performance,"6,314","2,231",795,362,811
"OPPO F11 Pro (Thunder Black, 64 GB)","₹28,990",4.5,Just wow!,Superb,"87,336","25,557","7,135","2,499","5,337"
SAMSUNG Guru FM Plus SM-B110E/D,"₹2,049",4.3,Worth every penny,Nice phone 👍👌,"38,056","13,439","5,502","2,018","3,538"
"APPLE iPhone SE (Black, 256 GB)","₹44,999",4.5,Awesome,best product,"1,06,404","24,402","6,152","2,172","5,972"
Boult Audio BassBuds Loop Wired Headset,₹349,4.1,Terrific,Good ear phones in this price tag. Worthy,"49,084","25,783","11,038","4,178","7,674"
"REDMI Note 10S (Deep Sea Blue, 64 GB)","₹15,649",4.2,Could be way better,Nyc phone but camera 📷 not good,"6,314","2,231",795,362,811
"OPPO F11 Pro (Thunder Black, 64 GB)","₹28,990",4.5,Really Nice,"2nd sim,sd card prabbulam","87,336","25,557","7,135","2,499","5,337"
SAMSUNG Guru FM Plus SM-B110E/D,"₹2,049",4.3,Must buy!,Very nice,"38,056","13,439","5,502","2,018","3,538"
"APPLE iPhone SE (Black, 256 GB)","₹44,999",4.5,Must buy!,Thanks,"1,06,404","24,402","6,152","2,172","5,972"
Boult Audio BassBuds Loop Wired Headset,₹349,4.1,Decent product,I expected much better,"49,084","25,783","11,038","4,178","7,674"
"REDMI Note 10S (Deep Sea Blue, 64 GB)","₹15,649",4.2,Awesome,It's amazing,"6,314","2,231",795,362,811
SAMSUNG Guru FM Plus SM-B110E/D,"₹2,049",4.3,Awesome,Good,"38,056","13,439","5,502","2,018","3,538"
"APPLE iPhone SE (Black, 256 GB)","₹44,999",4.5,Terrific purchase,Nice phone Value for money,"1,06,404","24,402","6,152","2,172","5,972"
Boult Audio BassBuds Loop Wired Headset,₹349,4.1,Could be way better,No inline mic,"49,084","25,783","11,038","4,178","7,674"
"REDMI Note 10S (Deep Sea Blue, 64 GB)","₹15,649",4.2,Must buy!,Nice product 😊 thanks Flipkart,"6,314","2,231",795,362,811
SAMSUNG Guru FM Plus SM-B110E/D,"₹2,049",4.3,Worth every penny,Super,"38,056","13,439","5,502","2,018","3,538"
Boult Audio BassBuds Loop Wired Headset,₹349,4.1,Mind-blowing purchase,It's amazing,"49,084","25,783","11,038","4,178","7,674"
"REDMI Note 10S (Deep Sea Blue, 64 GB)","₹15,649",4.2,Worth the money,Overaly good,"6,314","2,231",795,362,811
SAMSUNG Guru FM Plus SM-B110E/D,"₹2,049",4.3,Delightful,Old is gold,"38,056","13,439","5,502","2,018","3,538"
"REDMI Note 10S (Deep Sea Blue, 64 GB)","₹15,649",4.2,Best in the market!,Good,"6,314","2,231",795,362,811
SAMSUNG Guru FM Plus SM-B110E/D,"₹2,049",4.3,Terrific purchase,Nice,"38,056","13,439","5,502","2,018","3,538"
"REDMI Note 10S (Deep Sea Blue, 64 GB)","₹15,649",4.2,Just wow!,Good model,"6,314","2,231",795,362,811
SAMSUNG Guru FM Plus SM-B110E/D,"₹2,049",4.3,Terrific,Very good product,"38,056","13,439","5,502","2,018","3,538"
Portronics Laptop Cooling Stand Wood Portable Laptop Table,"₹2,505",4.4,Just wow!,Sturdy then what I have seen in marketHight adjustment is big plus Go for it,"14,513","7,085","1,859",464,695
Portronics Laptop Cooling Stand Wood Portable Laptop Table,"₹2,505",4.4,Pretty good,"Good product, best for movie watching as its tiltable and the height is adjustable, not suitable for aggressive gaming (casual is fine), not much area is left for mouse need to have a high dpi mouse, a bit wobbly as well..  Recieved a bit damaged piece (the metal feet has dent/scratches)  don't use the tilt feature more as the plastic stopper might break.","14,513","7,085","1,859",464,695
"BOYA By-m1 3.5mm Electret Condenser Microphone with 1/4"" Adapter for Smartphones, DSLR, Camcorders Microphone",₹699,4.1,Terrific purchase,Nice,"33,769","13,874","5,869","2,176","5,290"
Portronics Laptop Cooling Stand Wood Portable Laptop Table,"₹2,505",4.4,Awesome,awesome qaulity,"14,513","7,085","1,859",464,695
"Apple iPhone XR (Blue, 64 GB) (Includes EarPods, Power Adapter)","₹39,999",4.6,Excellent,amazing... writing review from this phone.. Must buy if you want to switch to iphone,"75,685","15,898","3,418","1,151","3,337"
"BOYA By-m1 3.5mm Electret Condenser Microphone with 1/4"" Adapter for Smartphones, DSLR, Camcorders Microphone",₹699,4.1,Nice product,Very good product. Some  infinix phone not working this product,"33,769","13,874","5,869","2,176","5,290"
Portronics Laptop Cooling Stand Wood Portable Laptop Table,"₹2,505",4.4,Did not meet expectations,Useless never buy,"14,513","7,085","1,859",464,695
"Apple iPhone XR (Blue, 64 GB) (Includes EarPods, Power Adapter)","₹39,999",4.6,Wonderful,Excellent,"75,685","15,898","3,418","1,151","3,337"
"BOYA By-m1 3.5mm Electret Condenser Microphone with 1/4"" Adapter for Smartphones, DSLR, Camcorders Microphone",₹699,4.1,Worth every penny,"Very nice and I got in good condition ,👏👏👏","33,769","13,874","5,869","2,176","5,290"
Portronics Laptop Cooling Stand Wood Portable Laptop Table,"₹2,505",4.4,Could be way better,"Quality is good, but size is very small. If you put your 15 inch laptop, you don’t have enough space to put mouse. The image showing is wrong. You don’t have that much space after putting your laptop.","14,513","7,085","1,859",464,695
"Apple iPhone XR (Blue, 64 GB) (Includes EarPods, Power Adapter)","₹39,999",4.6,Must buy!,"I was a bit hesitant initially about online order for such expensive product, it’s been a year now and it’s functioning great! Thank you flipcart","75,685","15,898","3,418","1,151","3,337"
"BOYA By-m1 3.5mm Electret Condenser Microphone with 1/4"" Adapter for Smartphones, DSLR, Camcorders Microphone",₹699,4.1,Wonderful,Best 👍👍👍,"33,769","13,874","5,869","2,176","5,290"
Portronics Laptop Cooling Stand Wood Portable Laptop Table,"₹2,505",4.4,Terrific purchase,Awesome deal for 900rs.,"14,513","7,085","1,859",464,695
"Apple iPhone XR (Blue, 64 GB) (Includes EarPods, Power Adapter)","₹39,999",4.6,Excellent,It’s awesome product ❤️it valuable money nd it’s amazing performance 💯you should buy this product,"75,685","15,898","3,418","1,151","3,337"
"BOYA By-m1 3.5mm Electret Condenser Microphone with 1/4"" Adapter for Smartphones, DSLR, Camcorders Microphone",₹699,4.1,Value-for-money,Very good mic,"33,769","13,874","5,869","2,176","5,290"
"Apple iPhone XR (Blue, 64 GB) (Includes EarPods, Power Adapter)","₹39,999",4.6,Fabulous!,"Awesome mobile from APPLE good cam quality, good features...safe packing","75,685","15,898","3,418","1,151","3,337"
Portronics Laptop Cooling Stand Wood Portable Laptop Table,"₹2,505",4.4,Simply awesome,strong and durable,"14,513","7,085","1,859",464,695
"BOYA By-m1 3.5mm Electret Condenser Microphone with 1/4"" Adapter for Smartphones, DSLR, Camcorders Microphone",₹699,4.1,Super!,So good,"33,769","13,874","5,869","2,176","5,290"
"Apple iPhone XR (Blue, 64 GB) (Includes EarPods, Power Adapter)","₹39,999",4.6,Just wow!,Literally best fr ever!! Just go for it,"75,685","15,898","3,418","1,151","3,337"
Portronics Laptop Cooling Stand Wood Portable Laptop Table,"₹2,505",4.4,Worth every penny,Good,"14,513","7,085","1,859",464,695
"BOYA By-m1 3.5mm Electret Condenser Microphone with 1/4"" Adapter for Smartphones, DSLR, Camcorders Microphone",₹699,4.1,Worth every penny,Nice but don't  use redmi moboils,"33,769","13,874","5,869","2,176","5,290"
"Apple iPhone XR (Blue, 64 GB) (Includes EarPods, Power Adapter)","₹39,999",4.6,Great product,I love iOS and that's what makes the iPhone best.,"75,685","15,898","3,418","1,151","3,337"
Portronics Laptop Cooling Stand Wood Portable Laptop Table,"₹2,505",4.4,Wonderful,Meets expectations..!!,"14,513","7,085","1,859",464,695
"BOYA By-m1 3.5mm Electret Condenser Microphone with 1/4"" Adapter for Smartphones, DSLR, Camcorders Microphone",₹699,4.1,Hated it!,no noise cancelling,"33,769","13,874","5,869","2,176","5,290"
Portronics Laptop Cooling Stand Wood Portable Laptop Table,"₹2,505",4.4,Worth every penny,really good got it 999,"14,513","7,085","1,859",464,695
"Apple iPhone XR (Blue, 64 GB) (Includes EarPods, Power Adapter)","₹39,999",4.6,Wonderful,I have been using this phone from past 6 months now and its very good .,"75,685","15,898","3,418","1,151","3,337"
"BOYA By-m1 3.5mm Electret Condenser Microphone with 1/4"" Adapter for Smartphones, DSLR, Camcorders Microphone",₹699,4.1,Just okay,Make much noise,"33,769","13,874","5,869","2,176","5,290"
"Apple iPhone XR (Blue, 64 GB) (Includes EarPods, Power Adapter)","₹39,999",4.6,Wonderful,Great mobile !!,"75,685","15,898","3,418","1,151","3,337"
"Apple iPhone XR (Blue, 64 GB) (Includes EarPods, Power Adapter)","₹39,999",4.6,Fabulous!,Superb product loved it,"75,685","15,898","3,418","1,151","3,337"
"BOYA By-m1 3.5mm Electret Condenser Microphone with 1/4"" Adapter for Smartphones, DSLR, Camcorders Microphone",₹699,4.1,Wonderful,Nice,"33,769","13,874","5,869","2,176","5,290"
SAMSUNG EVO Plus 64 GB MicroSDXC Class 10 95 MB/s  Memory Card,₹639,4.3,Best in the market!,Good,"43,288","19,580","5,739","1,521","3,054"
Whirlpool 200 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer,"₹15,490",4.4,Very Good,Value for money,"1,216",523,106,34,77
SAMSUNG EVO Plus 64 GB MicroSDXC Class 10 95 MB/s  Memory Card,₹639,4.3,Terrific purchase,Nice products,"43,288","19,580","5,739","1,521","3,054"
Whirlpool 200 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer,"₹15,490",4.4,Fabulous!,There is no such thing as compassion in you. There is a lockdown in the country right now. We can't even set foot outside the house. You people are fined Rs. 500 per week. Shame on the customers.,"1,216",523,106,34,77
SAMSUNG EVO Plus 64 GB MicroSDXC Class 10 95 MB/s  Memory Card,₹639,4.3,Highly recommended,This time Good purchase sd cardInitial review is very Good for samsung evo 64GB sd card,"43,288","19,580","5,739","1,521","3,054"
Whirlpool 200 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer,"₹15,490",4.4,Brilliant,Thank to flip kart delivery on time best freeze,"1,216",523,106,34,77
SAMSUNG EVO Plus 64 GB MicroSDXC Class 10 95 MB/s  Memory Card,₹639,4.3,Brilliant,Good one,"43,288","19,580","5,739","1,521","3,054"
Whirlpool 200 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer,"₹15,490",4.4,Just wow!,very good product,"1,216",523,106,34,77
SAMSUNG EVO Plus 64 GB MicroSDXC Class 10 95 MB/s  Memory Card,₹639,4.3,Wonderful,Good,"43,288","19,580","5,739","1,521","3,054"
ZEBRONICS ZEB-THUNDER Bluetooth Headset,₹771,4,Highly recommended,Over all nice product,"22,341","9,884","5,163","2,001","4,089"
Skullcandy Ink'd Headset with mic,₹999,4,Decent product,Built quality is very poor according to Price,"87,643","41,556","16,487","7,956","20,829"
DELL MS 116 Wired Optical Mouse,₹289,4.4,Mind-blowing purchase,Nice product,"40,140","17,154","4,495","1,127","2,215"
Whirlpool 200 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer,"₹15,490",4.4,Great product,Worth money,"1,216",523,106,34,77
"vivo V5 (Crown gold, 32 GB)","₹17,980",4.3,Mind-blowing purchase,Thanks good products I am :-(,"4,621","1,816",607,228,477
SAMSUNG EVO Plus 64 GB MicroSDXC Class 10 95 MB/s  Memory Card,₹639,4.3,Perfect product!,Outstanding ❤️,"43,288","19,580","5,739","1,521","3,054"
ZEBRONICS ZEB-THUNDER Bluetooth Headset,₹771,4,Worth the money,"At a price, product is worth buying. Cushion over ear helps to reduce noise. Sometimes, looses voice and delays release. Overall, it is good product to buy.","22,341","9,884","5,163","2,001","4,089"
Skullcandy Ink'd Headset with mic,₹999,4,Bad quality,I have purchased this item on June 24 and after 2 months i coluld not hear it from one end,"87,643","41,556","16,487","7,956","20,829"
DELL MS 116 Wired Optical Mouse,₹289,4.4,Terrific,Nice product and fast delivery,"40,140","17,154","4,495","1,127","2,215"
Whirlpool 200 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer,"₹15,490",4.4,Does the job,Delivery on time but Installation pending till today,"1,216",523,106,34,77
Boult Audio Air Bass Free Pods Bluetooth Headset,"₹1,799",3.6,Bad quality,"Every thing is good but not good for call , when u r on call sound is very low , i use them during work out so they are good for watching videos or doing gym and for driving also (calling is bad)","27,903","13,033","8,194","4,845","11,857"
"vivo V5 (Crown gold, 32 GB)","₹17,980",4.3,Slightly disappointed,"It doesn't mean that why we buy 4gb RAM, it is slow in process And it hags even when I'm playing Candy crush, even though it is a very basic game in Android.","4,621","1,816",607,228,477
SAMSUNG EVO Plus 64 GB MicroSDXC Class 10 95 MB/s  Memory Card,₹639,4.3,Pretty good,Good product.,"43,288","19,580","5,739","1,521","3,054"
ZEBRONICS ZEB-THUNDER Bluetooth Headset,₹771,4,Great product,Extremely aggressive product the loud ness is very good and the bass is great; battery backup is nice.,"22,341","9,884","5,163","2,001","4,089"
Skullcandy Ink'd Headset with mic,₹999,4,Very Good,Gd one,"87,643","41,556","16,487","7,956","20,829"
DELL MS 116 Wired Optical Mouse,₹289,4.4,Terrific purchase,Awesome!!,"40,140","17,154","4,495","1,127","2,215"
Whirlpool 200 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer,"₹15,490",4.4,Worth the money,good look worksgood,"1,216",523,106,34,77
Boult Audio Air Bass Free Pods Bluetooth Headset,"₹1,799",3.6,Simply awesome,Just amazing product from boult. The sound quality is so good and also the long battery backup. Build quality and design is amazing. It's a very nice product at a very affordable price.,"27,903","13,033","8,194","4,845","11,857"
"vivo V5 (Crown gold, 32 GB)","₹17,980",4.3,Must buy!,Good mobile,"4,621","1,816",607,228,477
SAMSUNG EVO Plus 64 GB MicroSDXC Class 10 95 MB/s  Memory Card,₹639,4.3,Delightful,It have only 59 GB of storage should it increase.Superb speed of read & write,"43,288","19,580","5,739","1,521","3,054"
Skullcandy Ink'd Headset with mic,₹999,4,Absolute rubbish!,The earphone stopped working 20 days after delivery,"87,643","41,556","16,487","7,956","20,829"
DELL MS 116 Wired Optical Mouse,₹289,4.4,Excellent,Good one,"40,140","17,154","4,495","1,127","2,215"
ZEBRONICS ZEB-THUNDER Bluetooth Headset,₹771,4,Hated it!,damage product,"22,341","9,884","5,163","2,001","4,089"
Whirlpool 200 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer,"₹15,490",4.4,Excellent,Verry nice,"1,216",523,106,34,77
Boult Audio Air Bass Free Pods Bluetooth Headset,"₹1,799",3.6,Really Nice,Sound quality and base is excellentBattery backup is extra ordinary,"27,903","13,033","8,194","4,845","11,857"
"vivo V5 (Crown gold, 32 GB)","₹17,980",4.3,Not good,Flipkart has wrost packing now and very bad return policy very disappointed with online purchase.,"4,621","1,816",607,228,477
SAMSUNG EVO Plus 64 GB MicroSDXC Class 10 95 MB/s  Memory Card,₹639,4.3,Classy product,Highly recommended 👍👍,"43,288","19,580","5,739","1,521","3,054"
Skullcandy Ink'd Headset with mic,₹999,4,Moderate,One side not working after one year,"87,643","41,556","16,487","7,956","20,829"
DELL MS 116 Wired Optical Mouse,₹289,4.4,Good choice,gud,"40,140","17,154","4,495","1,127","2,215"
Whirlpool 200 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer,"₹15,490",4.4,Just wow!,Value for money  and super colar.best in tha  market.brand ka baap flipkart,"1,216",523,106,34,77
ZEBRONICS ZEB-THUNDER Bluetooth Headset,₹771,4,Good quality product,It is good product,"22,341","9,884","5,163","2,001","4,089"
Boult Audio Air Bass Free Pods Bluetooth Headset,"₹1,799",3.6,Very poor,As per my suggestion please don't waste your money. There is an sound distance in calls. For music it's ok. Please try to choose an alternative.,"27,903","13,033","8,194","4,845","11,857"
"vivo V5 (Crown gold, 32 GB)","₹17,980",4.3,Really Nice,Nice mobile..,"4,621","1,816",607,228,477
SAMSUNG EVO Plus 64 GB MicroSDXC Class 10 95 MB/s  Memory Card,₹639,4.3,Fabulous!,Good product Good quality,"43,288","19,580","5,739","1,521","3,054"
Skullcandy Ink'd Headset with mic,₹999,4,Awesome,Awesome,"87,643","41,556","16,487","7,956","20,829"
DELL MS 116 Wired Optical Mouse,₹289,4.4,Worth the money,Good,"40,140","17,154","4,495","1,127","2,215"
Whirlpool 200 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer,"₹15,490",4.4,Waste of money!,Worst,"1,216",523,106,34,77
ZEBRONICS ZEB-THUNDER Bluetooth Headset,₹771,4,Excellent,Good,"22,341","9,884","5,163","2,001","4,089"
Boult Audio Air Bass Free Pods Bluetooth Headset,"₹1,799",3.6,Value-for-money,Nice product,"27,903","13,033","8,194","4,845","11,857"
"vivo V5 (Crown gold, 32 GB)","₹17,980",4.3,Just wow!,Best phone for camera and music,"4,621","1,816",607,228,477
"Redmi 6 (Blue, 32 GB)","₹8,499",4.4,Very Good,nice one product at this price,"3,65,023","1,12,835","41,299","13,591","25,713"
Skullcandy Ink'd Headset with mic,₹999,4,Terrible product,nothing special .it's worthless,"87,643","41,556","16,487","7,956","20,829"
DELL MS 116 Wired Optical Mouse,₹289,4.4,Terrific,Again awesome product from dell and fast delivery by Flipkart,"40,140","17,154","4,495","1,127","2,215"
Boult Audio Air Bass Free Pods Bluetooth Headset,"₹1,799",3.6,Best in the market!,All good Battery backup very goodValue to money,"27,903","13,033","8,194","4,845","11,857"
ZEBRONICS ZEB-THUNDER Bluetooth Headset,₹771,4,Wonderful,I am very happy.,"22,341","9,884","5,163","2,001","4,089"
"vivo V5 (Crown gold, 32 GB)","₹17,980",4.3,Great product,I like v5  but last two-day it's not proper working screen will be black out to 15/20 mint I am very disappointed with this so u can replacement,"4,621","1,816",607,228,477
"Redmi 6 (Blue, 32 GB)","₹8,499",4.4,Pretty good,good,"3,65,023","1,12,835","41,299","13,591","25,713"
Skullcandy Ink'd Headset with mic,₹999,4,Very poor,Poor,"87,643","41,556","16,487","7,956","20,829"
DELL MS 116 Wired Optical Mouse,₹289,4.4,Terrible product,Worst,"40,140","17,154","4,495","1,127","2,215"
